,state_prev,action,next_reward,next_state,game_over
4342,[20.28808637  6.          2.         12.7       ],"[tensor([-5.5191], grad_fn=<AddBackward0>)]",0.0,[20.32996668  7.          2.         13.2       ],False
4343,[20.32996668  7.          2.         13.2       ],"[tensor([-4.2844], grad_fn=<AddBackward0>)]",0.0,[20.43022296  8.          2.         13.7       ],False
4344,[20.43022296  8.          2.         13.7       ],"[tensor([-3.2287], grad_fn=<AddBackward0>)]",0.0,[20.58025831  9.          2.         14.5       ],False
4345,[20.58025831  9.          2.         14.5       ],"[tensor([-2.3654], grad_fn=<AddBackward0>)]",0.0,[20.78716828 10.          2.         15.7       ],False
4346,[20.78716828 10.          2.         15.7       ],"[tensor([-1.8217], grad_fn=<AddBackward0>)]",0.0,[21.01617789 11.          2.         16.        ],False
4347,[21.01617789 11.          2.         16.        ],"[tensor([-1.8071], grad_fn=<AddBackward0>)]",0.0,[21.21435948 12.          2.         17.6       ],False
4348,[21.21435948 12.          2.         17.6       ],"[tensor([-1.4344], grad_fn=<AddBackward0>)]",0.0,[21.43749977 13.          2.         16.5       ],False
4349,[21.43749977 13.          2.         16.5       ],"[tensor([-2.1217], grad_fn=<AddBackward0>)]",0.0,[21.6343508 14.         2.        17.6      ],False
4350,[21.6343508 14.         2.        17.6      ],"[tensor([-2.0588], grad_fn=<AddBackward0>)]",0.0,[21.78129202 15.          2.         17.5       ],False
4351,[21.78129202 15.          2.         17.5       ],"[tensor([-2.6639], grad_fn=<AddBackward0>)]",0.0,[21.90195495 16.          2.         17.        ],False
4352,[21.90195495 16.          2.         17.        ],"[tensor([-3.4911], grad_fn=<AddBackward0>)]",0.0,[21.95487951 17.          2.         16.        ],False
4353,[21.95487951 17.          2.         16.        ],"[tensor([-4.6172], grad_fn=<AddBackward0>)]",0.0,[21.95365679 18.          2.         15.        ],False
4354,[21.95365679 18.          2.         15.        ],"[tensor([-5.9051], grad_fn=<AddBackward0>)]",0.0,[21.8674898 19.         2.        14.5      ],False
4355,[21.8674898 19.         2.        14.5      ],"[tensor([-7.0607], grad_fn=<AddBackward0>)]",0.0,[21.71641883 20.          2.         13.2       ],False
4356,[21.71641883 20.          2.         13.2       ],"[tensor([-8.9086], grad_fn=<AddBackward0>)]",0.0,[21.52201091 21.          2.         13.        ],False
4357,[21.52201091 21.          2.         13.        ],"[tensor([-9.8866], grad_fn=<AddBackward0>)]",0.0,[21.33108237 22.          2.         12.6       ],False
4358,[21.33108237 22.          2.         12.6       ],"[tensor([-11.0462], grad_fn=<AddBackward0>)]",0.0,[21.15922061 23.          2.         12.6       ],False
4359,[21.15922061 23.          2.         12.6       ],"[tensor([-11.9320], grad_fn=<AddBackward0>)]",0.0,[21.00475412  1.          3.         12.        ],False
4360,[21.00475412  1.          3.         12.        ],"[tensor([-10.9947], grad_fn=<AddBackward0>)]",0.0,[20.86558043  1.          3.         12.        ],False
4361,[20.86558043  1.          3.         12.        ],"[tensor([-10.8039], grad_fn=<AddBackward0>)]",0.0,[20.72285304  2.          3.         12.        ],False
4362,[20.72285304  2.          3.         12.        ],"[tensor([-9.2934], grad_fn=<AddBackward0>)]",0.0,[20.60095769  3.          3.         12.        ],False
4363,[20.60095769  3.          3.         12.        ],"[tensor([-7.8216], grad_fn=<AddBackward0>)]",0.0,[20.49392797  4.          3.         12.2       ],False
4364,[20.49392797  4.          3.         12.2       ],"[tensor([-6.3082], grad_fn=<AddBackward0>)]",0.0,[20.43233683  5.          3.         12.7       ],False
4365,[20.43233683  5.          3.         12.7       ],"[tensor([-4.6159], grad_fn=<AddBackward0>)]",0.0,[20.4195793  6.         3.        13.       ],False
4366,[20.4195793  6.         3.        13.       ],"[tensor([-3.2108], grad_fn=<AddBackward0>)]",0.0,[20.44359477  7.          3.         13.        ],False
4367,[20.44359477  7.          3.         13.        ],"[tensor([-2.3384], grad_fn=<AddBackward0>)]",0.0,[20.51312441  8.          3.         13.1       ],False
4368,[20.51312441  8.          3.         13.1       ],"[tensor([-1.5224], grad_fn=<AddBackward0>)]",0.0,[20.60998219  9.          3.         13.2       ],False
4369,[20.60998219  9.          3.         13.2       ],"[tensor([-0.9518], grad_fn=<AddBackward0>)]",0.0,[20.7371142 10.         3.        13.5      ],False
4370,[20.7371142 10.         3.        13.5      ],"[tensor([-0.6420], grad_fn=<AddBackward0>)]",0.0,[20.89593037 11.          3.         14.        ],False
4371,[20.89593037 11.          3.         14.        ],"[tensor([-0.4582], grad_fn=<AddBackward0>)]",0.0,[21.04758772 12.          3.         15.        ],False
4372,[21.04758772 12.          3.         15.        ],"[tensor([-0.1140], grad_fn=<AddBackward0>)]",0.0,[21.22867317 13.          3.         15.        ],False
4373,[21.22867317 13.          3.         15.        ],"[tensor([-0.3899], grad_fn=<AddBackward0>)]",0.0,[21.35187473 14.          3.         15.6       ],False
4374,[21.35187473 14.          3.         15.6       ],"[tensor([-0.5548], grad_fn=<AddBackward0>)]",0.0,[21.48290658 15.          3.         15.2       ],False
4375,[21.48290658 15.          3.         15.2       ],"[tensor([-1.2929], grad_fn=<AddBackward0>)]",0.0,[21.58210146 16.          3.         15.7       ],False
4376,[21.58210146 16.          3.         15.7       ],"[tensor([-1.5806], grad_fn=<AddBackward0>)]",0.0,[21.63709243 17.          3.         16.2       ],False
4377,[21.63709243 17.          3.         16.2       ],"[tensor([-1.8819], grad_fn=<AddBackward0>)]",0.0,[21.62752086 18.          3.         15.7       ],False
4378,[21.62752086 18.          3.         15.7       ],"[tensor([-2.7727], grad_fn=<AddBackward0>)]",0.0,[21.55864195 19.          3.         15.        ],False
4379,[21.55864195 19.          3.         15.        ],"[tensor([-3.9480], grad_fn=<AddBackward0>)]",0.0,[21.45824429 20.          3.         13.5       ],False
4380,[21.45824429 20.          3.         13.5       ],"[tensor([-5.7716], grad_fn=<AddBackward0>)]",0.0,[21.31074872 21.          3.         12.6       ],False
4381,[21.31074872 21.          3.         12.6       ],"[tensor([-7.2350], grad_fn=<AddBackward0>)]",0.0,[21.16710393 22.          3.         11.7       ],False
4382,[21.16710393 22.          3.         11.7       ],"[tensor([-8.8620], grad_fn=<AddBackward0>)]",0.0,[21.02510017 23.          3.         11.7       ],False
4383,[21.02510017 23.          3.         11.7       ],"[tensor([-9.7269], grad_fn=<AddBackward0>)]",0.0,[20.89846008  1.          4.         11.5       ],False
4384,[20.89846008  1.          4.         11.5       ],"[tensor([-9.9385], grad_fn=<AddBackward0>)]",0.0,[20.78563514  1.          4.         11.5       ],False
4385,[20.78563514  1.          4.         11.5       ],"[tensor([-9.7973], grad_fn=<AddBackward0>)]",0.0,[20.66663458  2.          4.         11.5       ],False
4386,[20.66663458  2.          4.         11.5       ],"[tensor([-8.2897], grad_fn=<AddBackward0>)]",0.0,[20.56257414  3.          4.         12.        ],False
4387,[20.56257414  3.          4.         12.        ],"[tensor([-6.2726], grad_fn=<AddBackward0>)]",0.0,[20.47046632  4.          4.         12.2       ],False
4388,[20.47046632  4.          4.         12.2       ],"[tensor([-4.7910], grad_fn=<AddBackward0>)]",0.0,[20.39596866  5.          4.         12.7       ],False
4389,[20.39596866  5.          4.         12.7       ],"[tensor([-3.1417], grad_fn=<AddBackward0>)]",0.0,[20.34795631  6.          4.         14.7       ],False
4390,[20.34795631  6.          4.         14.7       ],"[tensor([-0.7820], grad_fn=<AddBackward0>)]",0.0,[20.32222768  7.          4.         17.        ],False
4391,[20.32222768  7.          4.         17.        ],"[tensor([0.8862], grad_fn=<AddBackward0>)]",0.0,[20.3237082  8.         4.        18.2      ],False
4392,[20.3237082  8.         4.        18.2      ],"[tensor([1.4938], grad_fn=<AddBackward0>)]",0.0,[20.3713703  9.         4.        18.7      ],False
4393,[20.3713703  9.         4.        18.7      ],"[tensor([1.8167], grad_fn=<AddBackward0>)]",0.0,[20.46194347 10.          4.         20.2       ],False
4394,[20.46194347 10.          4.         20.2       ],"[tensor([2.1250], grad_fn=<AddBackward0>)]",0.0,[20.58229652 11.          4.         20.2       ],False
4395,[20.58229652 11.          4.         20.2       ],"[tensor([2.1851], grad_fn=<AddBackward0>)]",0.0,[20.7210584 12.         4.        20.7      ],False
4396,[20.7210584 12.         4.        20.7      ],"[tensor([2.2015], grad_fn=<AddBackward0>)]",0.0,[20.88196255 13.          4.         22.2       ],False
4397,[20.88196255 13.          4.         22.2       ],"[tensor([2.1629], grad_fn=<AddBackward0>)]",0.0,[21.0207671 14.         4.        22.6      ],False
4398,[21.0207671 14.         4.        22.6      ],"[tensor([2.0573], grad_fn=<AddBackward0>)]",0.0,[21.1464149 15.         4.        21.5      ],False
4399,[21.1464149 15.         4.        21.5      ],"[tensor([1.7343], grad_fn=<AddBackward0>)]",0.0,[21.22339147 16.          4.         23.5       ],False
4400,[21.22339147 16.          4.         23.5       ],"[tensor([1.6036], grad_fn=<AddBackward0>)]",0.0,[21.27943469 17.          4.         23.2       ],False
4401,[21.27943469 17.          4.         23.2       ],"[tensor([1.0991], grad_fn=<AddBackward0>)]",0.0,[21.31551699 18.          4.         21.5       ],False
4402,[21.31551699 18.          4.         21.5       ],"[tensor([0.3349], grad_fn=<AddBackward0>)]",0.0,[21.30418113 19.          4.         19.5       ],False
4403,[21.30418113 19.          4.         19.5       ],"[tensor([-0.7544], grad_fn=<AddBackward0>)]",0.0,[21.24802778 20.          4.         18.2       ],False
4404,[21.24802778 20.          4.         18.2       ],"[tensor([-1.9615], grad_fn=<AddBackward0>)]",0.0,[21.12348287 21.          4.         17.5       ],False
4405,[21.12348287 21.          4.         17.5       ],"[tensor([-3.1137], grad_fn=<AddBackward0>)]",0.0,[20.9728146 22.         4.        16.6      ],False
4406,[20.9728146 22.         4.        16.6      ],"[tensor([-4.4579], grad_fn=<AddBackward0>)]",0.0,[20.8075073 23.         4.        16.1      ],False
4407,[20.8075073 23.         4.        16.1      ],"[tensor([-5.6283], grad_fn=<AddBackward0>)]",0.0,[20.6602086  1.         5.        15.2      ],False
4408,[20.6602086  1.         5.        15.2      ],"[tensor([-5.3097], grad_fn=<AddBackward0>)]",0.0,[20.51420272  1.          5.         15.2       ],False
4409,[20.51420272  1.          5.         15.2       ],"[tensor([-5.2468], grad_fn=<AddBackward0>)]",0.0,[20.39367079  2.          5.         15.2       ],False
4410,[20.39367079  2.          5.         15.2       ],"[tensor([-4.0796], grad_fn=<AddBackward0>)]",0.0,[20.28402939  3.          5.         14.7       ],False
4411,[20.28402939  3.          5.         14.7       ],"[tensor([-3.1711], grad_fn=<AddBackward0>)]",0.0,[20.19947573  4.          5.         14.5       ],False
4412,[20.19947573  4.          5.         14.5       ],"[tensor([-2.1047], grad_fn=<AddBackward0>)]",0.0,[20.19118772  5.          5.         14.1       ],False
4413,[20.19118772  5.          5.         14.1       ],"[tensor([-1.2434], grad_fn=<AddBackward0>)]",0.0,[20.2287571  6.         5.        14.5      ],False
4414,[20.2287571  6.         5.        14.5      ],"[tensor([-0.2149], grad_fn=<AddBackward0>)]",0.0,[20.34038835  7.          5.         14.7       ],False
4415,[20.34038835  7.          5.         14.7       ],"[tensor([0.5767], grad_fn=<AddBackward0>)]",0.0,[20.53919668  8.          5.         15.5       ],False
4416,[20.53919668  8.          5.         15.5       ],"[tensor([1.3033], grad_fn=<AddBackward0>)]",0.0,[20.77323412  9.          5.         18.        ],False
4417,[20.77323412  9.          5.         18.        ],"[tensor([1.8280], grad_fn=<AddBackward0>)]",0.0,[21.00714373 10.          5.         20.7       ],False
4418,[21.00714373 10.          5.         20.7       ],"[tensor([2.1057], grad_fn=<AddBackward0>)]",0.0,[21.2616701 11.         5.        22.7      ],False
4419,[21.2616701 11.         5.        22.7      ],"[tensor([2.1306], grad_fn=<AddBackward0>)]",0.0,[21.49130536 12.          5.         22.6       ],False
4420,[21.49130536 12.          5.         22.6       ],"[tensor([2.2239], grad_fn=<AddBackward0>)]",0.0,[21.7090254 13.         5.        23.5      ],False
4421,[21.7090254 13.         5.        23.5      ],"[tensor([2.2374], grad_fn=<AddBackward0>)]",0.0,[21.94321099 14.          5.         23.7       ],False
4422,[21.94321099 14.          5.         23.7       ],"[tensor([2.2151], grad_fn=<AddBackward0>)]",0.0,[22.15667214 15.          5.         22.7       ],False
4423,[22.15667214 15.          5.         22.7       ],"[tensor([2.0670], grad_fn=<AddBackward0>)]",0.0,[22.25700443 16.          5.         21.        ],False
4424,[22.25700443 16.          5.         21.        ],"[tensor([1.7158], grad_fn=<AddBackward0>)]",0.0,[22.45345122 17.          5.         21.        ],False
4425,[22.45345122 17.          5.         21.        ],"[tensor([1.2784], grad_fn=<AddBackward0>)]",0.0,[22.5923509 18.         5.        19.       ],False
4426,[22.5923509 18.         5.        19.       ],"[tensor([0.3390], grad_fn=<AddBackward0>)]",0.0,[22.54380634 19.          5.         18.1       ],False
4427,[22.54380634 19.          5.         18.1       ],"[tensor([-0.6540], grad_fn=<AddBackward0>)]",0.0,[21.94380914 20.          5.         17.2       ],False
4428,[21.94380914 20.          5.         17.2       ],"[tensor([-1.8320], grad_fn=<AddBackward0>)]",0.0,[21.85171321 21.          5.         15.5       ],False
4429,[21.85171321 21.          5.         15.5       ],"[tensor([-3.5242], grad_fn=<AddBackward0>)]",0.0,[21.82836977 22.          5.         14.2       ],False
4430,[21.82836977 22.          5.         14.2       ],"[tensor([-5.0858], grad_fn=<AddBackward0>)]",0.0,[21.70496716 23.          5.         13.7       ],False
4431,[21.70496716 23.          5.         13.7       ],"[tensor([-6.2532], grad_fn=<AddBackward0>)]",0.0,[21.61823116  1.          6.         12.5       ],False
4432,[21.61823116  1.          6.         12.5       ],"[tensor([-7.9975], grad_fn=<AddBackward0>)]",0.0,[21.49041008  1.          6.         12.5       ],False
4433,[21.49041008  1.          6.         12.5       ],"[tensor([-7.8966], grad_fn=<AddBackward0>)]",0.0,[21.37089857  2.          6.         11.7       ],False
4434,[21.37089857  2.          6.         11.7       ],"[tensor([-7.1953], grad_fn=<AddBackward0>)]",0.0,[21.26604369  3.          6.         11.7       ],False
4435,[21.26604369  3.          6.         11.7       ],"[tensor([-5.7820], grad_fn=<AddBackward0>)]",0.0,[21.1522967  4.         6.        12.1      ],False
4436,[21.1522967  4.         6.        12.1      ],"[tensor([-4.1521], grad_fn=<AddBackward0>)]",0.0,[21.11059966  5.          6.         11.6       ],False
4437,[21.11059966  5.          6.         11.6       ],"[tensor([-3.3963], grad_fn=<AddBackward0>)]",0.0,[21.11344376  6.          6.         13.        ],False
4438,[21.11344376  6.          6.         13.        ],"[tensor([-1.3708], grad_fn=<AddBackward0>)]",0.0,[21.1555683  7.         6.        13.1      ],False
4439,[21.1555683  7.         6.        13.1      ],"[tensor([-0.4772], grad_fn=<AddBackward0>)]",0.0,[21.24347632  8.          6.         13.7       ],False
